id;pos_documento
22;[[['A', 'criptografia', 'é', 'uma', 'das', 'ferramentas', 'mais', 'eficazes', 'para', 'proteger', 'dados', ',', 'garantindo', 'que', 'apenas', 'pessoas', 'autorizadas', 'possam', 'acessar', 'informações', 'sensíveis', ',', 'mesmo', 'que', 'elas', 'sejam', 'interceptadas', 'durante', 'a', 'transmissão', '.'], ['DET', 'NOUN', 'AUX', 'NUM', 'ADP', 'NOUN', 'ADV', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'ADV', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'PRON', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT'], ['proteger', 'garantindo', 'autorizadas possam acessar', 'sejam interceptadas'], ['o', 'criptografia', 'ser', 'um', 'de o', 'ferramenta', 'mais', 'eficaz', 'para', 'proteger', 'dado', ',', 'garantir', 'que', 'apenas', 'pessoa', 'autorizar', 'poder', 'acessar', 'informação', 'sensível', ',', 'mesmo', 'que', 'ele', 'ser', 'interceptar', 'durante', 'o', 'transmissão', '.']]]
23;[[['O', 'monitoramento', 'constante', 'de', 'redes', 'é', 'essencial', 'para', 'detectar', 'atividades', 'suspeitas', 'em', 'tempo', 'real', ',', 'permitindo', 'respostas', 'rápidas', 'que', 'podem', 'impedir', 'ataques', 'antes', 'que', 'eles', 'causem', 'danos', 'significativos', '.'], ['DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'AUX', 'ADJ', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADV', 'SCONJ', 'PRON', 'VERB', 'NOUN', 'ADJ', 'PUNCT'], ['é essencial', 'detectar', 'permitindo', 'podem impedir', 'causem'], ['o', 'monitoramento', 'constante', 'de', 'rede', 'ser', 'essencial', 'para', 'detectar', 'atividade', 'suspeito', 'em', 'tempo', 'real', ',', 'permitir', 'resposta', 'rápido', 'que', 'poder', 'impedir', 'ataque', 'antes', 'que', 'eles', 'causar', 'dano', 'significativo', '.']]]
24;[[['A', 'segurança', 'cibernética', 'deve', 'ser', 'vista', 'como', 'um', 'investimento', 'estratégico', ',', 'e', 'não', 'apenas', 'como', 'um', 'custo', 'operacional', ',', 'pois', 'sua', 'ausência', 'pode', 'comprometer', 'a', 'sobrevivência', 'de', 'empresas', 'e', 'instituições', '.'], ['DET', 'NOUN', 'ADJ', 'VERB', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'ADV', 'ADP', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'], ['deve ser vista', 'pode comprometer'], ['o', 'segurança', 'cibernético', 'dever', 'ser', 'ver', 'como', 'um', 'investimento', 'estratégico', ',', 'e', 'não', 'apenas', 'como', 'um', 'custo', 'operacional', ',', 'pois', 'seu', 'ausência', 'poder', 'comprometer', 'o', 'sobrevivência', 'de', 'empresa', 'e', 'instituição', '.']]]
25;[[['A', 'cooperação', 'internacional', 'é', 'fundamental', ',', 'já', 'que', 'ataques', 'cibernéticos', 'não', 'respeitam', 'fronteiras', 'e', 'podem', 'ser', 'coordenados', 'a', 'partir', 'de', 'qualquer', 'lugar', 'do', 'mundo', ',', 'exigindo', 'respostas', 'globais', 'e', 'integradas', '.'], ['DET', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'PUNCT', 'ADV', 'SCONJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'CCONJ', 'VERB', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'PUNCT'], ['é fundamental', 'respeitam', 'podem ser', 'coordenados', 'exigindo', 'integradas'], ['o', 'cooperação', 'internacional', 'ser', 'fundamental', ',', 'já', 'que', 'ataque', 'cibernético', 'não', 'respeitar', 'fronteira', 'e', 'poder', 'ser', 'coordenar', 'a', 'partir', 'de', 'qualquer', 'lugar', 'de o', 'mundo', ',', 'exigir', 'resposta', 'global', 'e', 'integrar', '.']]]
26;[[['A', 'formação', 'de', 'profissionais', 'especializados', 'em', 'segurança', 'digital', 'é', 'cada', 'vez', 'mais', 'necessária', ',', 'pois', 'a', 'demanda', 'por', 'especialistas', 'cresce', 'em', 'ritmo', 'acelerado', 'diante', 'da', 'complexidade', 'das', 'ameaças', '.'], ['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'AUX', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT'], ['especializados', 'cresce', 'acelerado'], ['o', 'formação', 'de', 'profissional', 'especializar', 'em', 'segurança', 'digital', 'ser', 'cada', 'vez', 'mais', 'necessário', ',', 'pois', 'o', 'demanda', 'por', 'especialista', 'crescer', 'em', 'ritmo', 'acelerar', 'diante', 'de o', 'complexidade', 'de o', 'ameaça', '.']]]
27;[[['Universidades', 'e', 'centros', 'de', 'pesquisa', 'desempenham', 'papel', 'importante', 'na', 'criação', 'de', 'novas', 'tecnologias', 'e', 'metodologias', 'que', 'fortalecem', 'a', 'segurança', 'cibernética', 'e', 'preparam', 'profissionais', 'para', 'enfrentar', 'desafios', 'futuros', '.'], ['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT'], ['desempenham', 'fortalecem', 'preparam', 'enfrentar'], ['Universidades', 'e', 'centro', 'de', 'pesquisa', 'desempenhar', 'papel', 'importante', 'em o', 'criação', 'de', 'novo', 'tecnologia', 'e', 'metodologia', 'que', 'fortalecer', 'o', 'segurança', 'cibernético', 'e', 'preparar', 'profissional', 'para', 'enfrentar', 'desafio', 'futuro', '.']]]
28;[[['A', 'segurança', 'cibernética', 'também', 'envolve', 'ética', ',', 'pois', 'proteger', 'dados', 'significa', 'respeitar', 'a', 'privacidade', 'e', 'os', 'direitos', 'fundamentais', 'dos', 'cidadãos', 'em', 'um', 'mundo', 'cada', 'vez', 'mais', 'digitalizado', '.'], ['DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT'], ['envolve', 'proteger', 'significa respeitar'], ['o', 'segurança', 'cibernético', 'também', 'envolver', 'ética', ',', 'pois', 'proteger', 'dado', 'significar', 'respeitar', 'o', 'privacidade', 'e', 'o', 'direito', 'fundamental', 'de o', 'cidadão', 'em', 'um', 'mundo', 'cada', 'vez', 'mais', 'digitalizado', '.']]]
29;[[['Empresas', 'que', 'adotam', 'boas', 'práticas', 'de', 'segurança', 'digital', 'demonstram', 'responsabilidade', 'social', ',', 'fortalecendo', 'sua', 'imagem', 'e', 'criando', 'relações', 'de', 'confiança', 'com', 'clientes', 'e', 'parceiros', '.'], ['NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'], ['adotam', 'demonstram', 'fortalecendo', 'criando'], ['empresa', 'que', 'adotar', 'bom', 'prática', 'de', 'segurança', 'digital', 'demonstrar', 'responsabilidade', 'social', ',', 'fortalecer', 'seu', 'imagem', 'e', 'criar', 'relação', 'de', 'confiança', 'com', 'cliente', 'e', 'parceiro', '.']]]
30;[[['A', 'inovação', 'tecnológica', 'deve', 'caminhar', 'lado', 'a', 'lado', 'com', 'a', 'segurança', ',', 'garantindo', 'que', 'novos', 'produtos', 'e', 'serviços', 'sejam', 'desenvolvidos', 'com', 'proteção', 'integrada', 'desde', 'sua', 'concepção', '.'], ['DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT'], ['deve caminhar', 'garantindo', 'sejam desenvolvidos', 'integrada'], ['o', 'inovação', 'tecnológico', 'dever', 'caminhar', 'lado', 'a', 'lado', 'com', 'o', 'segurança', ',', 'garantir', 'que', 'novo', 'produto', 'e', 'serviço', 'ser', 'desenvolvir', 'com', 'proteção', 'integrar', 'desde', 'seu', 'concepção', '.']]]
31;[[['A', 'segurança', 'cibernética', 'é', 'dinâmica', 'e', 'exige', 'atualização', 'constante', ',', 'pois', 'ferramentas', 'eficazes', 'hoje', 'podem', 'se', 'tornar', 'obsoletas', 'diante', 'das', 'novas', 'técnicas', 'utilizadas', 'por', 'criminosos', 'digitais', 'amanhã', '.'], ['DET', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'SCONJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'PRON', 'VERB', 'ADJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADV', 'PUNCT'], ['é dinâmica', 'exige', 'podem', 'tornar', 'utilizadas'], ['o', 'segurança', 'cibernético', 'ser', 'dinâmico', 'e', 'exigir', 'atualização', 'constante', ',', 'pois', 'ferramenta', 'eficaz', 'hoje', 'poder', 'se', 'tornar', 'obsoleto', 'diante', 'de o', 'novo', 'técnica', 'utilizar', 'por', 'criminoso', 'digital', 'amanhã', '.']]]
32;[[['A', 'conscientização', 'coletiva', 'é', 'indispensável', ',', 'pois', 'apenas', 'com', 'a', 'participação', 'ativa', 'de', 'todos', 'os', 'cidadãos', 'é', 'possível', 'criar', 'um', 'ambiente', 'digital', 'mais', 'seguro', 'e', 'confiável', '.'], ['DET', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'PUNCT', 'SCONJ', 'ADV', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'DET', 'NOUN', 'AUX', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT'], ['é indispensável', 'criar'], ['o', 'conscientização', 'coletivo', 'ser', 'indispensável', ',', 'pois', 'apenas', 'com', 'o', 'participação', 'ativo', 'de', 'todo', 'o', 'cidadão', 'ser', 'possível', 'criar', 'um', 'ambiente', 'digital', 'mais', 'seguro', 'e', 'confiável', '.']]]
33;[[['A', 'segurança', 'cibernética', 'também', 'protege', 'a', 'democracia', ',', 'evitando', 'manipulações', 'digitais', 'que', 'possam', 'influenciar', 'processos', 'eleitorais', 'ou', 'disseminar', 'desinformação', 'em', 'larga', 'escala', '.'], ['DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'DET', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'PUNCT'], ['protege', 'evitando', 'possam influenciar', 'disseminar'], ['o', 'segurança', 'cibernético', 'também', 'proteger', 'o', 'democracia', ',', 'evitar', 'manipulação', 'digital', 'que', 'poder', 'influenciar', 'processo', 'eleitoral', 'ou', 'disseminar', 'desinformação', 'em', 'larga', 'escala', '.']]]
34;[[['O', 'combate', 'às', 'fake', 'news', 'é', 'parte', 'da', 'segurança', 'digital', ',', 'pois', 'informações', 'falsas', 'podem', 'causar', 'danos', 'sociais', 'e', 'políticos', 'tão', 'graves', 'quanto', 'ataques', 'técnicos', 'a', 'sistemas', '.'], ['DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'AUX', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'SCONJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADV', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'PUNCT'], ['podem causar'], ['o', 'combate', 'a o', 'Fake', 'news', 'ser', 'parte', 'de o', 'segurança', 'digital', ',', 'pois', 'informação', 'falso', 'poder', 'causar', 'dano', 'social', 'e', 'político', 'tão', 'grave', 'quanto', 'ataque', 'técnico', 'a', 'sistema', '.']]]
35;[[['A', 'proteção', 'de', 'dados', 'pessoais', 'é', 'um', 'direito', 'fundamental', ',', 'e', 'sua', 'violação', 'pode', 'comprometer', 'não', 'apenas', 'indivíduos', ',', 'mas', 'também', 'a', 'estabilidade', 'de', 'instituições', 'e', 'governos', '.'], ['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'AUX', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'CCONJ', 'DET', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADV', 'NOUN', 'PUNCT', 'CCONJ', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'], ['pode comprometer'], ['o', 'proteção', 'de', 'dado', 'pessoal', 'ser', 'um', 'direito', 'fundamental', ',', 'e', 'seu', 'violação', 'poder', 'comprometer', 'não', 'apenas', 'indivíduo', ',', 'mas', 'também', 'o', 'estabilidade', 'de', 'instituição', 'e', 'governo', '.']]]
36;[[['A', 'segurança', 'cibernética', 'deve', 'ser', 'vista', 'como', 'responsabilidade', 'compartilhada', ',', 'envolvendo', 'governos', ',', 'empresas', 'e', 'cidadãos', 'em', 'um', 'esforço', 'conjunto', 'para', 'proteger', 'o', 'mundo', 'digital', '.'], ['DET', 'NOUN', 'ADJ', 'VERB', 'AUX', 'VERB', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT'], ['deve ser vista', 'compartilhada', 'envolvendo', 'proteger'], ['o', 'segurança', 'cibernético', 'dever', 'ser', 'ver', 'como', 'responsabilidade', 'compartilhar', ',', 'envolver', 'governo', ',', 'empresa', 'e', 'cidadão', 'em', 'um', 'esforço', 'conjunto', 'para', 'proteger', 'o', 'mundo', 'digital', '.']]]
37;[[['A', 'confiança', 'digital', 'é', 'construída', 'com', 'transparência', ',', 'responsabilidade', 'e', 'práticas', 'seguras', ',', 'criando', 'um', 'ambiente', 'onde', 'inovação', 'e', 'proteção', 'caminham', 'lado', 'a', 'lado', '.'], ['DET', 'NOUN', 'ADJ', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'PRON', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'PUNCT'], ['é construída', 'criando', 'caminham'], ['o', 'confiança', 'digital', 'ser', 'construir', 'com', 'transparência', ',', 'responsabilidade', 'e', 'prática', 'seguro', ',', 'criar', 'um', 'ambiente', 'onde', 'inovação', 'e', 'proteção', 'caminhar', 'lado', 'a', 'lado', '.']]]
38;[[['A', 'segurança', 'cibernética', 'é', 'um', 'processo', 'contínuo', 'que', 'exige', 'vigilância', ',', 'adaptação', 'e', 'comprometimento', ',', 'pois', 'as', 'ameaças', 'evoluem', 'constantemente', 'e', 'exigem', 'respostas', 'rápidas', 'e', 'eficazes', '.'], ['DET', 'NOUN', 'ADJ', 'AUX', 'DET', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'ADJ', 'PUNCT'], ['exige', 'evoluem', 'exigem'], ['o', 'segurança', 'cibernético', 'ser', 'um', 'processo', 'contínuo', 'que', 'exigir', 'vigilância', ',', 'adaptação', 'e', 'comprometimento', ',', 'pois', 'o', 'ameaça', 'evoluir', 'constantemente', 'e', 'exigir', 'resposta', 'rápido', 'e', 'eficaz', '.']]]
39;[[['O', 'futuro', 'da', 'sociedade', 'digital', 'depende', 'diretamente', 'da', 'capacidade', 'de', 'proteger', 'informações', ',', 'sistemas', 'e', 'pessoas', 'contra', 'ataques', 'que', 'podem', 'comprometer', 'a', 'estabilidade', 'global', '.'], ['DET', 'PROPN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADV', 'ADP', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT'], ['depende', 'proteger', 'podem comprometer'], ['o', 'futuro', 'de o', 'sociedade', 'digital', 'depender', 'diretamente', 'de o', 'capacidade', 'de', 'proteger', 'informação', ',', 'sistema', 'e', 'pessoa', 'contra', 'ataque', 'que', 'poder', 'comprometer', 'o', 'estabilidade', 'global', '.']]]
40;[[['Em', 'conclusão', ',', 'investir', 'em', 'segurança', 'cibernética', 'é', 'investir', 'na', 'continuidade', 'da', 'vida', 'digital', ',', 'garantindo', 'que', 'possamos', 'usufruir', 'dos', 'benefícios', 'da', 'tecnologia', 'com', 'confiança', 'e', 'proteção', '.'], ['ADP', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'ADJ', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'SCONJ', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT'], ['investir', 'investir', 'garantindo', 'possamos usufruir'], ['em', 'conclusão', ',', 'investir', 'em', 'segurança', 'cibernético', 'ser', 'investir', 'em o', 'continuidade', 'de o', 'vida', 'digital', ',', 'garantir', 'que', 'possa', 'usufruir', 'de o', 'benefício', 'de o', 'tecnologia', 'com', 'confiança', 'e', 'proteção', '.']]]
